titulo,data,conteudo
ISP divulga números de maio de 2014,Renata Fortes e Karina Nascimento27/06/2014 17:13h,"
O Instituto de Segurança Pública divulga hoje as incidências Criminais e Administrativas de Segurança do Estado do Rio de Janeiro referentes ao mês de maio de 2014 na página da Internet (www.isp.rj.gov.br). Resumo de alguns indicadores (maio de 2014)• Homicídio Doloso – Aumento de 2,3% (430 em 2013 – 440 em 2014). • Latrocínio (Roubo seguido de morte) – Não houve aumento (8 em 2013 – 8 em 2014). • Lesão Corporal Seguida de Morte – Aumento de 1 caso: 2 em 2013 – 3 em 2014. (Não é considerado cálculo percentual, devido ao número de casos).• Homicídio Decorrente de Intervenção Policial (Auto de Resistência) – Aumento de 11 casos: 41 em 2013 – 52 em 2014. (Não é considerado cálculo percentual, devido ao número de casos).• Estelionato – Redução de 10,9%: 3.217 em 2013 – 2.865 em 2014.• Estupro – Redução de 9,3%: 482 em 2013 – 437 em 2014.• Saidinha de Banco – Redução de 51,5%: 198 em 2013 – 96 em 2014.Indicadores de produtividade do trabalho policial (maio de 2014)• Cumprimento de Mandado de Prisão – Aumento de 23,7% (1.564 em 2013 – 1.934 em 2014). • Prisões – Aumento de 9,5% (2.589 em 2013 – 2.835 em 2014). • Apreensão de Adolescente – Aumento de 14,6% (548 em 2013 – 628 em 2014).• Recuperação de Veículo – Aumento de 44,4% (1.728 em 2013 – 2.495 em 2014). • Apreensão de drogas – Redução de 0,8% (2.375 em 2013 – 2.357 em 2014). • Armas Apreendidas – Redução de 6,3% (671 em 2013 – 629 em 2014). Clique aqui para ter acesso aos índices oficiais de Maio de 2014.Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 2332-9690 / Renata Fortes 98596-5244 / Karina Nascimento 98596-5264e-mail: refortes13@gmail.com / knascimento.isp@gmail.comwww.isp.rj.gov.br
"
ISP divulga números de abril de 2014,Renata Fortes e Karina Nascimento11/06/2014 14:46h,"
O Instituto de Segurança Pública divulga hoje as incidências Criminais e Administrativas de Segurança do Estado do Rio de Janeiro referentes ao mês de Abril de 2014 na página da Internet (www.isp.rj.gov.br). Resumo de alguns indicadores (abril de 2014):• Homicídio Doloso – Aumento de 7,7% (417 em 2013 – 449 em 2014). • Latrocínio (Roubo seguido de morte) – Aumento de 7 casos: 10 em 2013 – 17 em 2014. (Não é considerado cálculo percentual, devido ao número de casos).• Lesão Corporal Seguida de Morte – Redução de 7 casos: 8 em 2013 – 1 em 2014. (Não é considerado cálculo percentual, devido ao número de casos).• Homicídio Decorrente de Intervenção Policial (Auto de Resistência) – Redução de 1 caso: 37 em 2013 – 36 em 2014. (Não é considerado cálculo percentual, devido ao número de casos).• Roubo a Residência – Redução de 9,2%: 131 em 2013 – 119 em 2014.• Estupro – Redução de 15,0%: 545 em 2013 – 463 em 2014.• Saidinha de Banco – Redução de 33,7%: 196 em 2013 – 130 em 2014.Indicadores de produtividade do trabalho policial (abril de 2014)• Apreensão de drogas – Aumento de 2,4% (2.448 em 2013 – 2.507 em 2014). • Armas Apreendidas – Redução de 16,5% (753 em 2013 – 629 em 2014). • Recuperação de veículo – Aumento de 37,2% (1.769 em 2013 – 2.427 em 2014). • Cumprimento de Mandado de Prisão – Aumento de 16,9% (1.459 em 2013 – 1.706 em 2014). • Prisões – Aumento de 1,3% (2.627 em 2013 – 2.660 em 2014). • Apreensão de criança/adolescente – Redução de 6,4% (593 em 2013 – 555 em 2014).Clique aqui para ter acesso aos índices oficiais de Abril de 2014.Assessoria de Imprensa do Instituto de Segurança Pública – ISP Tel: 2332-9690  / Renata Fortes 8596-5244 / Karina Nascimento 8596-5264 e-mails: refortes13@gmail.com  / knascimento.isp@gmail.com www.isp.rj.gov.br   
"
Coordenadoria dos CCS participa da inauguração do Conselho de Comendador Levy Gasparian,Renata Fortes e Karina Nascimento09/06/2014 12:27h,"
No dia 29 de maio de 2014, foi homologado mais um Conselho Comunitário de Segurança no Interior, o de Comendador Levy Gasparian. Esse foi o terceiro CCS implantando na AISP 38 desde o final de 2013. A cerimônia ocorreu na Câmara dos Vereadores e contou com a presença de autoridades locais e da população.Estavam presentes na mesa o Prefeito de Comendador Levy Gasparian, Sr. Claudio Mandarino; o Presidente da Câmara Municipal, Sr. Sérgio Nepomuceno; o Subcomandante do 38°BPM, Tenente Coronel PM Jomar; o Inspetor da 108ªDP, Sr. Aladin Iglesias; o Chefe da Comunicação Social do 38°BPM, Subtenente PM Antônio Sérgio Gandra; representando o CCS de Areal, o Presidente, Sr. Marco Antônio e a Secretária do CCS de Areal, Sra. Romalha Pereira; e também a Coordenadora dos Conselhos Comunitários de Segurança, Major PM Claudia Moraes.O Prefeito Claudio Mandarino destacou a importância do conselho como elo entre a comunidade e as autoridades. A Major Claudia lembrou que o trabalho desenvolvido pelos membros das diretorias dos CCS é voluntário, e realizado por pessoas norteadas pelos princípios do bem comum e do interesse público. “A AISP 38, nesse momento, conta com conselhos em mais da metade dos municípios que a compõe”.A diretoria do CCS de Comendador Levy Gasparian é composta pelos seguintes membros efetivos: Presidente – Luiz Claudio Lopes da Silva; Vice-Presidente – Nilton Nei de Oliveira; 1° Secretário – Alexandre Ricardo; 2° Secretário – Fábio Lopes Moreira; e o Diretor Social e de Assuntos Comunitários – Manoel do Nascimento Rodrigues.           Assessoria de Imprensa do Instituto de Segurança Pública – ISP Tel: 2332-9690  / Renata Fortes 8596-5244 / Karina Nascimento 8596-5264 e-mails: refortes13@gmail.com  / knascimento.isp@gmail.com www.isp.rj.gov.br   
					"
Resumo das incidências criminais e administrativas  do mês de junho,Renata Fortes e Karina Nascimento30/07/2014 10:52h,"
Para ter acesso aos índices oficiais de segurança do Estado do Rio de Janeiro referentes ao mês de junho de 2014, clique aqui. 
"
Incidências criminais e administrativas do mês de Julho,Renata Fortes e Karina Nascimento22/08/2014 10:55h,"
Para ter acesso aos índices oficiais de segurança do Estado do Rio de Janeiro referentes ao mês de julho de 2014, clique aqui. 
"
ISP divulga a nona edição do Dossiê Mulher,Renata Fortes e Karina Nascimento22/08/2014 10:57h,"
O Instituto de Segurança Pública  divulga hoje, 22 de agosto de 2014, o relatório anual Dossiê Mulher 2014.O Dossiê Mulher apresenta informações consolidadas sobre a violência contra a mulher no estado do Rio de Janeiro, no ano de 2013, com base nas ocorrências registradas nas delegacias policiais fluminenses..Para ter acesso a publicação, clique aqui.Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 2332-9690 / Renata Fortes 98596-5244 / Karina Nascimento 98596-5264e-mail: refortes13@gmail.com / knascimento.isp@gmail.comwww.isp.rj.gov.br
"
Incidências criminais e administrativas do mês de Agosto,Renata Fortes e Karina Nascimento12/09/2014 15:08h,"
Para ter acesso aos índices oficiais de segurança do Estado do Rio de Janeiro referentes ao mês de agosto de 2014, clique aqui.Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 2332-9690 / Renata Fortes 98596-5244 / Karina Nascimento 98596-5264e-mail: refortes13@gmail.com / knascimento.isp@gmail.comwww.isp.rj.gov.br
"
Balanço de Incidências Criminais e Administrativas  no Estado do Rio de Janeiro de 2013,Renata Fortes e Karina Nascimento20/10/2014 07:12h,"
Para ter acesso ao Balanço Anual das Incidências Criminais de Administrativas no Estado do Rio de Janeiro referente ao ano de 2013, clique aqui.Assessoria de Imprensa do Instituto de Segurança Pública – ISP Tel: 2332-9690 / Renata Fortes 98596-5244 / Karina Nascimento 98596-5264 e-mail: refortes13@gmail.com / knascimento.isp@gmail.comwww.isp.rj.gov.br
"
ISP lança novo site e divulga relatório exclusivo  sobre infrações e crimes ambientais,Renata Fortes e Karina Nascimento30/10/2014 07:23h,"
O Instituto de Segurança Pública divulga hoje, 30 de outubro de 2014, o novo site do ISP, e publica o Relatório Trimestral de Ocorrências Ambientais inédito. O objetivo é apresentar os principais dados das atividades operacionais desenvolvidas pelo Comando de Polícia Ambiental (CPAm). É a primeira vez que o ISP produz um estudo com a base de dados exclusivamente originária da Polícia Militar do Estado do Rio de Janeiro.Entre os principais títulos divulgados estão crimes e infrações relativas às atividades poluidoras, à fauna,  à flora, à pesca, recursos hídricos entre outros. Cabe ressaltar que o período analisado é referente ao primeiro trimestre de 2014. Como exemplos dos dados levantados em relação à fauna foram constatados 98 ocorrências no título adquirir, guardar, ter em cativeiro ou depósito, espécimes da fauna silvestre nativa bem como produtos e objetos dela oriundos, sem licença. Já em relação à flora 16 registros foram feitos no título provocar incêndio em florestas, matas ou qualquer outra forma de vegetação. Referentes às atividades poluidoras e/ou degradadoras do meio ambiente foram constatados 34 registros do título instalação, construção, teste, operação ou ampliação de atividades poluidoras. E em relação à pesca ocorreram 20 registros relativos ao título realizar atos de pesca com técnicas ou métodos proibidos.As estatísticas são feitas a partir dos registros do Boletim de Ocorrências da Polícia Militar (BOPM). A base de dados produzida é encaminhada para o ISP elaborar o relatório. As infrações e os crimes ambientais do Estado são divulgados através de 49 títulos e apresentados a partir do total dos registros feitos no Estado e o total de registros por Unidade de Polícia Ambiental (UPAm).Em 2013, o Comando de Polícia Ambiental foi reestruturado e foram criadas sete Unidades de Polícia Ambiental. Todas as UPAm têm como objetivo promover o combate aos crimes ambientais e desenvolver a educação ambiental. As UPAm n° 2 e 7 se destacam por suas funções específicas. A 2ª UPAm é uma Unidade de Polícia Ambiental Móvel, específica para apoiar outras áreas que  não têm uma base de UPAm, ela atende todo o Estado. A 7ª UPAm  (Grupamento Marítimo Fluvial) é especializada em operações marítimas e fluviais e atende todo o Estado, fiscalizando e combatendo os crimes ambientais, priorizando o atendimento a denúncias oriundas da população. As outras UPAm possuem bases fixas e atendem a municípios específicos.Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 2332-9690 / Renata Fortes 98596-5244 / Karina Nascimento 98596-5264e-mail: refortes13@gmail.com / knascimento.isp@gmail.comwww.isp.rj.gov.br
"
Bem vindos ao novo site do ISP,Renata Fortes e Karina Nascimento30/10/2014 07:26h,"
Atendendo a demandas dos usuários e prezando pela melhoria do acesso, o Instituto de Segurança Pública (ISP), em parceria com o Centro de Tecnologia da Informação e Comunicação do Estado do Rio de Janeiro (PRODERJ), apresenta o novo site. Além de um layout mais simples e prático, estamos desenvolvendo novas ferramentas para facilitar ainda mais o acesso aos itens procurados com maior frequência em nossa página.Gostaríamos de agradecer à equipe do PRODERJ pelo esforço que fizeram um excelente trabalho no projeto.  Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 2332-9690  / Renata Fortes 98596-5244 / Karina Nascimento 98596-5264e-mail: refortes13@gmail.com / knascimento.isp@gmail.comwww.isp.rj.gov.br
"
ISP divulga números de setembro de 2014,Renata Fortes e Karina Nascimento05/11/2014 12:59h,"
O Instituto de Segurança Pública divulga hoje as incidências Criminais e Administrativas de Segurança do Estado do Rio de Janeiro referentes ao mês de setembro de 2014 na página da Internet (www.isp.rj.gov.br)...Resumo de alguns indicadores (setembro de 2014): • Homicídio Doloso – Redução de 9,5% (378 em 2013 – 342 em 2014)..• Latrocínio (Roubo seguido de morte) – Redução de 9 casos: 16 em 2013 – 7 em 2014. (Não é considerado cálculo percentual, devido ao número de casos).• Homicídio Decorrente de Intervenção Policial (Auto de Resistência) – Aumento de 7 casos: 41 em 2013 – 48 em 2014. (Não é considerado cálculo percentual, devido ao número de casos).• Letalidade Violenta - Redução de 8,7% (439 em 2013  - 401 em 2014).• Roubo de Veículo - Redução de 4,5% (2.382 em 2013 - 2.275 em 2014).• Roubo em Coletivo - Redução de 14,7% (632 em 2013 - 539 em 2014).• Roubo a Transeunte - Aumento de 27,7% (5.098 em 2013 - 6.510 em 2014). • Roubo de Rua - Aumento de 23,9% (6.302 em 2013 - 7.809 em 2014).• Roubo a Residência - Redução de 26,7% (105 em 2013 - 77 em 2014). • Pessoas Desaparecidas – Redução de 22,4% (424 em 2013 – 329 em 2014).Indicadores de produtividade do trabalho policial (setembro de 2014) • Apreensão de drogas – Aumento de 7,7% (2.302 em 2013 – 2.480 em 2014).• Armas Apreendidas – Aumento de 1,8% (678 em 2013 – 690 em 2014).• Cumprimento de Mandado de Prisão – Aumento de 58,4% (1.463 em 2013 – 2.317 em 2014).• Prisões – Aumento de 11,4% (2.470 em 2013 – 2.751 em 2014).• Apreensão de adolescentes – Aumento de 24,6% (699 em 2013 – 871 em 2014).Para ter acesso aos índices oficiais de segurança do Estado do Rio de Janeiro referentes ao mês de setembro de 2014, clique aqui.  Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 2332-9690  / Renata Fortes 98596-5244 / Karina Nascimento 98596-5264e-mail: refortes13@gmail.com / knascimento.isp@gmail.comwww.isp.rj.gov.br
"
, ,"

"
, ,"

"
ISP divulga números de outubro de 2014,Renata Fortes e Karina Nascimento18/11/2014 15:10h,"
O Instituto de Segurança Pública divulga hoje as incidências Criminais e Administrativas de Segurança do Estado do Rio de Janeiro referentes ao mês de outubro de 2014..Resumo de alguns indicadores (outubro de 2014): • Homicídio Doloso – Redução de 0,3% (377 em 2013 – 376 em 2014).• Latrocínio (Roubo seguido de morte) – Redução de 1 caso: 12 em 2013 – 11 em 2014. (Não é considerado cálculo percentual, devido ao número de casos).• Homicídio Decorrente de Intervenção Policial (Auto de Resistência) – Aumento de 7 casos: 38 em 2013 – 45 em 2014. (Não é considerado cálculo percentual, devido ao número de casos).• Letalidade Violenta – Aumento de 1,2% (430 em 2013  - 435 em 2014).• Roubo de Veículo - Redução de 13,1% (2.639 em 2013 - 2.292 em 2014).• Furto de Veículo - Redução de 10,0% (1.588 em 2013 – 1.429 em 2014).• Roubo a Transeunte - Aumento de 22,0% (5.531 em 2013 - 6.746 em 2014). • Roubo de Rua - Aumento de 23,3% (6.639 em 2013 - 8.189 em 2014).• Roubo a Residência - Redução de 31,7% (120 em 2013 - 82 em 2014).• Roubo a Estabelecimento Comercial - Redução de 8,6% (546 em 2013 - 499 em 2014).• Pessoas Desaparecidas – Redução de 33,0% (497 em 2013 – 333 em 2014).Indicadores de produtividade do trabalho policial (outubro de 2014) • Apreensão de drogas – Redução de 6,9% (2.518 em 2013 – 2.344 em 2014).• Armas Apreendidas – Aumento de 10,6% (735 em 2013 – 813 em 2014).• Cumprimento de Mandado de Prisão – Redução de 1,2% (1.681 em 2013 – 1.661 em 2014).• Prisões – Aumento de 6,2% (2.634 em 2013 – 2.798 em 2014).• Apreensão de adolescentes – Aumento de 38,6% (690 em 2013 – 956 em 2014).Para ter acesso aos índices oficiais de segurança do Estado do Rio de Janeiro referentes ao mês de outubro de 2014, clique aqui.  Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 2332-9690  / Renata Fortes 98596-5244 / Karina Nascimento 98596-5264e-mail: refortes13@gmail.com / knascimento.isp@gmail.comwww.isp.rj.gov.br
"
, ,"

"
ISP participa de debate sobre violência de gênero,Renata Fortes e Karina Nascimento18/11/2014 13:05h,"
No dia 17.11 a Coordenadora dos  Conselhos Comunitários de Segurança (CCS), Major PM Claudia Moraes, participou  do I Seminário de Iniciação Científica das Faculdades Integradas Hélio Alonso  (FACHA), em Botafogo. O debate foi com alunos dos cursos de Direito e  Comunicação Social e professores da Instituição.          alunos dos cursos de direito e comunicação social Participaram da mesa a Professora do  curso de Direito, Verônica Lagassi, que falou sobre a abordagem jurídica da  violência de gênero; a Professora do Curso de Comunicação, Verônica Toste, que  fez uma palestra sobre a Mídia e a Violência Sexista; a Psicóloga Hanna Cagy,  falando sobre violência doméstica contra a mulher; e a Major Claudia, que  apresentou os dados do Dossiê Mulher 2014.          mesa dos palestrantes     Após as palestras dos integrantes da  mesa, os alunos puderam fazer perguntas para os convidados sobre os temas  apresentados.Assessoria de Imprensa do Instituto de Segurança Pública – ISP Tel: 2332-9690  / Renata Fortes 8596-5244 / Karina Nascimento 8596-5264 e-mails: refortes13@gmail.com  / knascimento.isp@gmail.com www.isp.rj.gov.br   
					"
, ,"

"
Conselhos Comunitários de Segurança são homologados em Seropédica e Paraíba do Sul.,Renata Fortes e Karina Nascimento02/12/2014 15:13h,"
Visando a ampliação da participação da sociedade nas questões de segurança do Estado de Janeiro através dos Conselhos Comunitários de Segurança (CCS), o Instituto de Segurança Pública durante o mês de novembro homologou dois novos CCS. Um na Baixada Fluminense, no município de Seropédica e outro no interior do estado, no município de Paraíba do Sul.   A homologação do CCS de Seropédica ocorreu no dia 05 de novembro de 2014, no Plenário da Câmara dos Vereadores de Seropédica. Durante o evento estiveram presentes o Delegado Titular da 48ª DP, Dr. Paulo Roberto Lima de Freitas, o representante do 24º BPM Tenente Colombine, o Secretário Municipal de Ordem Pública, Sr. Fernando Cesar Martins e representantes de órgãos públicos, moradores, presidentes de associações de moradores, associações comerciais e lideranças comunitárias. A Coordenadora dos Conselhos, Major PM Claudia Moraes destacou a importância da participação dos representantes e lideranças locais as reuniões dos CCS, pois estes são espaços já reconhecidos pelos diferentes segmentos públicos e privados, cabendo então à sociedade aproveitá-lo como mais um veículo de encaminhamento de suas demandas. A reestruturação do CCS Seropédica contou com a ativa participação do Delegado Titular da 48º DP, do Secretário Municipal de Ordem Pública, Sr. Fernando Martins e dos representantes da sociedade civil voluntários a compor a nova diretoria. Sendo eles: Presidente: Adriano Amaral Gonçalves de Souza; Vice-Presidente: João Castelo Branco; 1º Secretário: Edvá Oliveira Brito; 2ª Secretária: Odete Maria de Oliveira; e Diretora social e Assunto Comunitários: Darci da Penha Pereira.       Homologação do CCS AISP 24 SeropédicaA homologação do CCS da AISP 38 – Paraíba do Sul - ocorreu no dia 13 de novembro de 2014, no Plenário da Câmara dos Vereadores de Paraíba do Sul. Na ocasião estiveram presentes o Comandante do 38º BPM, Ten Cel José Augusto de Oliveira Junior; o representante da 107ª DP - Paraíba do Sul; a Vice-Prefeita da Cidade, Sra  Mariângela Brick Santos representando o Prefeito; o Presidente do Conselho de Turismo Sílvio; a Presidente do Conselho de Saúde Cristina; o Comandante da Guarda Municipal Cosme; os Membros do Judiciário de Paraíba do Sul, Juiz Dr. Luiz Fernando, Defensor Público Dr. Marcelo, Promotora Dra. Vanessa; o Subcomandante do 7º Comando de Polícia de Área (7º CPA) Cel PM Cesar Fernandes; representantes  do CBMERJ; Presidentes e Diretores dos CCS de Areal e do CCS de Comendador Levy Gasparian, além de membros da comunidade sul paraibana dentre outras autoridades civis e militares. O Comandante do 38º BPM ao falar sobre a importância dos conselhos na atuação das polícias destacou que a criação dos Conselhos em todos os municípios da 38ª Área Integrada de Segurança Pública (AISP 38) era uma das metas do comando e juntamente com a homologação do CCS de Paraíba do Sul mais um passo no cumprimento da meta foi dado.A diretoria do CCS Paraíba do Sul é composta pelos seguintes membros: Presidente – João Augusto Figueiredo da Rocha; Vice-Presidente – Hélio Macacchero Junior; 1º Secretário – José Luiz Fernandes Ribeiro; 2º Secretário – Daniel da Costa Pereira Junior; Diretor Social de Assuntos Comunitários – Luiz Carlos Nogueira da Silva.       Homologação do CCS AISP 38 Paraíba do Sul    Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 2332-9690 / Renata Fortes 98596-5244 / Karina Nascimento 98596-5264e-mail: refortes13@gmail.com / knascimento.isp@gmail.comwww.isp.rj.gov.br
"
, ,"

"
Números das Unidades de Polícia Pacificadora reduzem  no primeiro semestre de 2014,Renata Fortes e Karina Nascimento09/12/2014 10:42h,"
O Instituto de Segurança Pública divulga hoje as incidências Criminais e Administrativas referentes às UPP. A análise inclui dados de 33 unidades, nos seis primeiros meses deste ano. Um resumo comparando o primeiro semestre de 2008 (ano de implantação da primeira UPP) com o primeiro semestre de 2014 constata a grande queda em alguns índices de criminalidade. As 33 UPP analisadas foram:  Adeus/Baiana, Alemão, Andaraí, Barreira do Vasco/Tuiuti, Batam, Borel, Caju, Cidade de Deus, Cerro-Corá, Chapéu Mangueira/Babilônia, Chatuba, Coroa/Fallet/Fogueteiro, Escondidinho/Prazeres, Fazendinha, Fé/Sereno, Formiga, Jacarezinho, Macacos, Mangueira, Manguinhos, Nova Brasília, Parque Proletário, Pavão-Pavãozinho, Providência, Rocinha, Salgueiro, Santa Marta, São Carlos, São João/Quieto/Matriz, Tabajaras, Turano, Vidigal e Vila Cruzeiro.Resumo do comparativo de alguns indicadores no primeiro semestre de 2014 e 2008HOMICÍDIO DOLOSO - REDUÇÃO  65,5%LETALIDADE VIOLENTA - REDUÇÃO 80,7%ROUBO DE RUA - REDUÇÃO 59,8%APREENSÃO DE DROGAS - AUMENTO 264,4%ARMAS APREENDIDAS - REDUÇÃO 78,2%OCORRÊNCIAS COM FLAGRANTES - AUMENTO 246,2%AUTOS DE RESISTÊNCIA - REDUÇÃO 90,72%Para ter acesso aos índices oficiais das UPP referentes ao primeiro semestre de 2014, clique aqui.Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 2332-9690 / Renata Fortes 98596-5244 / Karina Nascimento 98596-5264e-mail: refortes13@gmail.com / knascimento.isp@gmail.comwww.isp.rj.gov.br
"
Vinte e seis diretorias dos Conselhos Comunitários de Segurança são diplomadas,Renata Fortes e Karina Nascimento17/12/2014 16:53h,"
Em cerimônia realizada hoje, 17.12.2014, no auditório do Departamento de Estradas de Rodagem do Rio de Janeiro (DER-RJ), o Instituto de Segurança Pública diplomou 26 diretorias que foram eleitas no ano de 2014. A solenidade contou com a presença de membros dos Conselhos Comunitários de Segurança (CCS) e policiais civis e militares.Estavam presentes na diplomação o Comandante Geral da Polícia Militar do Estado do Rio de Janeiro, Coronel PM Ibis Silva Pereira; o Diretor-Presidente do ISP, Coronel PM Paulo Augusto Teixeira; a Coordenadora dos Conselhos Comunitários de Segurança, Major PM Claudia Moraes; o Diretor do 3ª DPA, Dr. José Fagundes de Rezende; e o Superintendente da Subsecretaria de Educação, Valorização e Prevenção da Secretaria de Estado de Segurança, Sr. Pehkx Jones.      Público presente na cerimônia   Durante o evento, a Major Claudia Moraes agradeceu aos Delegados de Polícia Civil e aos Comandantes da Polícia Militar por todo o apoio e, agradeceu também, aos membros dos CCS. “As pessoas que participam das reuniões são as verdadeiras merecedoras de reconhecimento, pois participam das reuniões voluntariamente. Os conselheiros demonstram que realmente se importam com o que acontece com a sociedade”. Para o Superintendente Pehkx Jones, o Conselho Comunitário de Segurança é uma marca registrada do sucesso e os membros são os olhos da segurança pública, juntamente com os Delegados e os Comandantes de Batalhões.Coronel Ibis afirmou que “não se pode pensar em segurança se a sociedade não estiver unida”. E o Coronel Teixeira concluiu ressaltando a importância que os Conselhos têm para o ISP e para as polícias. “Não há como patrulhar ou investigar sem o consentimento dos senhores. Não existe polícia sem sociedade. Eu me inspiro em cada um de vocês, todos são muito importantes para o ISP e não teríamos chegado até aqui sem vocês”. Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 2332-9690 / Renata Fortes 98596-5244 / Karina Nascimento 98596-5264e-mail: refortes13@gmail.com / knascimento.isp@gmail.comwww.isp.rj.gov.br
"
ISP divulga taxa de elucidação de crimes,Renata Fortes e Karina Nascimento18/12/2014 08:25h,"
O Instituto de  Segurança Pública concluiu um levantamento sobre a taxa de elucidação de dois  títulos inseridos na divulgação oficial do Estado do Rio de Janeiro. As análises do primeiro semestre de 2013 são referentes aos  casos/registros de homicídios dolosos e o indicador estratégico  letalidade violenta (que agrega a soma do número de vítimas de Homicídio  Doloso, Homicídio Decorrente de Intervenção Policial, Roubo Seguido de Morte e  Lesão Corporal Seguida de Morte).  O ISP constatou que 14,6% dos crimes inseridos no título  letalidade violenta e 13,7% dos homicídios dolosos foram elucidados no Estado. Os critérios  utilizados para definir as categorias “concluído com êxito”, “concluído sem  êxito” ou “sem definição”, estão em conformidade com a Portaria PCERJ n° 543,  de 20 de abril de 201, que estava em vigor na data da consulta.Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 2332-9690 / Renata Fortes 98596-5244 / Karina Nascimento 98596-5264e-mail: refortes13@gmail.com / knascimento.isp@gmail.comwww.isp.rj.gov.br
"
ISP divulga números de novembro de 2014,Renata Fortes e Karina Nascimento30/12/2014 15:11h,"
O Instituto de Segurança Pública divulga hoje as incidências Criminais e Administrativas de Segurança do Estado do Rio de Janeiro referentes ao mês de novembro de 2014. Resumo de alguns indicadores (novembro de 2014): • Homicídio Doloso – Redução de 17,1% (414 em 2013 – 343 em 2014).• Latrocínio (Roubo seguido de morte) – Redução de 2 casos: 13 em 2013 – 11 em 2014. (Não é considerado cálculo percentual, devido ao número de casos). • Homicídio Decorrente de Intervenção Policial (Auto de Resistência) – Aumento de 32 casos: 31 em 2013 – 63 em 2014. (Não é considerado cálculo percentual, devido ao número de casos• Letalidade Violenta – Redução de 8,9% (460 em 2013  - 419 em 2014).• Roubo de Veículo - Redução de 8,6% (2.644 em 2013 - 2.417 em 2014).• Roubo a Transeunte - Aumento de 16,8% (5.355 em 2013 - 6.256 em 2014). • Roubo de Rua - Aumento de 20,7% (6.370 em 2013 - 7.689 em 2014).• Roubo a Residência - Redução de 23,6% (127 em 2013 - 97 em 2014).• Roubo a Estabelecimento Comercial - Redução de 14,0% (609 em 2013 - 524 em 2014).• Pessoas Desaparecidas – Redução de 24,4% (443 em 2013 – 335 em 2014).Indicadores de produtividade do trabalho policial (novembro de 2014):• Apreensão de drogas – Aumento de 12,7% (2.142 em 2013 – 2.414 em 2014).• Armas Apreendidas – Redução de 2,3% (755 em 2013 – 738 em 2014).• Recuperação de veículos – Redução de 12,3% (1.906 em 2013 – 1.671 em 2014).• Cumprimento de Mandado de Prisão – Aumento de 2,9% (1.646 em 2013 – 1.693 em 2014).• Prisões – Aumento de 9,9% (2.394 em 2013 – 2.630 em 2014).• Apreensão de adolescentes – Aumento de 23,1% (681 em 2013 – 838 em 2014).Para ter acesso aos índices oficiais de segurança do Estado do Rio de Janeiro referentes ao mês de novembro de 2014, clique aqui.Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 2332-9690 / Renata Fortes 98596-5244 / Karina Nascimento 98596-5264e-mail: refortes13@gmail.com / knascimento.isp@gmail.comwww.isp.rj.gov.br
"
ISP divulga balanço do Réveillon de Copacabana 2014/2015,Renata Fortes e Karina Nascimento07/01/2015 12:41h,"
O Instituto de Segurança Pública (ISP) informa que na Área Integrada de Segurança Pública (AISP) 19, que compreende os bairros de Copacabana e Leme, onde cerca de 2 milhões de pessoas se concentraram para o Réveillon de 2015, não foi registrado nenhum caso de homicídio ou latrocínio, entre meio-dia do dia 31 de dezembro e o mesmo horário do dia 1º.  A região também não registrou vítimas fatais de acidentes de trânsito.Mesmo com a grande concentração de pessoas, houve queda no número de furtos de rua (que compreende furto a transeunte, furto de aparelho celular e furto no interior de coletivo). Foram registradas 398 ocorrências, ou seja, menos 107 casos do que em 2013-2014, quando 505 casos foram registrados. O número de furtos a turistas também teve queda de seis casos. Em 2014 foram registrados 109 casos e na virada deste ano 103. O número de desaparecimentos também caiu. Foram registrados 4 casos na virada de 2013-2014 e apenas um na virada de 2014-2015.Na categoria roubo de rua (roubo a transeunte, roubo de aparelho celular e roubo no interior de coletivo), foram registrados 28 casos, entre meio-dia do dia 31 e o mesmo horário do dia 1º. Houve aumento de 7 casos em comparação com 2013-2014, que registrou 21 casos. O roubo a turistas também teve acréscimo de cinco casos com o registro de 11 ocorrências em 2014-2015 contra 6 casos no ano anterior.Os dados do presente relatório, referentes ao período de 31/12/2014 a 01/01/2015, foram extraídos no dia 05/01/2015 dos bancos de dados da Polícia Civil, portanto são ainda parciais, pois ainda não foram auditados.  Assessoria de Imprensa do Instituto de Segurança Pública – ISPTel: 2332-9690 / Renata Fortes 98596-5244 / Karina Nascimento 98596-5264e-mail: refortes13@gmail.com / knascimento.isp@gmail.comwww.isp.rj.gov.br
"
